id,job_title,rating,company_name,work_site,work_site_catagory,contract_type,salary,city,state,min_salary,max_salary,salary_type,average_salary,yearly_salary,Category,Range
557,Senior Adobe Analytics Architect,3.9,Cognizant,"On-Site,Remote",1.0,Full-Time,"$110,000 - $160,000 a year - Full-time",New York,NY,110000.0,160000.0,per year,135000.0,135000.0,3.0,$100001 - $150000
558,Lead Development Engineer – Infinia S3,3.4,Data Direct Networks,Remote,2.0,Full-Time,N/A,,,,,,,,,
559,Data Science Systems Administrator,,462494978,Remote,2.0,Contract,"$55 - $60 an hour - Full-time, Contract",,,55.0,60.0,per hour,57.5,119600.0,3.0,$100001 - $150000
560,Data Scientist - Remote,,Pager Health,"On-Site,Remote",1.0,Full-Time,"$112,000 - $132,000 a year - Full-time",Chicago,IL,112000.0,132000.0,per year,122000.0,122000.0,3.0,$100001 - $150000
561,"Data Science Lead, Americas, Europe",,Almond FinTech,Remote,2.0,Contract,"$100,000 - $150,000 a year - Contract",,,100000.0,150000.0,per year,125000.0,125000.0,3.0,$100001 - $150000
562,AI Systems Engineer,,Diversity Talent Scouts,Remote,2.0,Full-Time,"$80,000 - $120,000 a year - Full-time",,,80000.0,120000.0,per year,100000.0,100000.0,2.0,$50001 - $100000
563,AI/ML Architect - Remote(Immediate interviews),,Qbtech,Remote,2.0,Full-Time,"From $170,000 a year - Full-time",,,170000.0,,per year,170000.0,170000.0,4.0,$150001 - $200000
564,"Senior Data Scientist, Thyme Frame",4.5,Thyme Care,Remote,2.0,Full-Time,"$140,000 - $180,000 a year",,,140000.0,180000.0,per year,160000.0,160000.0,4.0,$150001 - $200000
565,"Supv, Data Science",2.7,"SelectQuote, Inc.",Remote,2.0,Full-Time,"$120,000 - $145,000 a year - Full-time",,,120000.0,145000.0,per year,132500.0,132500.0,3.0,$100001 - $150000
566,Generative AI Data Scientist,3.5,Deepwatch,"On-Site,Remote",1.0,Full-Time,"$160,000 - $240,000 a year",Washington,DC,160000.0,240000.0,per year,200000.0,200000.0,4.0,$150001 - $200000
567,Senior Data Scientist - III,2.6,"Arch Systems, LLC",Remote,2.0,Full-Time,"$100,000 - $120,000 a year - Full-time",,,100000.0,120000.0,per year,110000.0,110000.0,3.0,$100001 - $150000
568,"Engagement Manager, Data Science - REMOTE",4.0,E Source,Remote,2.0,Full-Time,"$85,000 - $120,000 a year - Full-time",N/A,,85000.0,120000.0,per year,102500.0,102500.0,3.0,$100001 - $150000
569,AI Communications Specialist,,"ScribeDoc.Com, Inc",Remote,2.0,Full-Time,N/A,,,,,,,,,
570,"Insurance Technology Analyst, Granular",3.9,Verily,Remote,2.0,Full-Time,"$80,000 - $100,000 a year - Full-time",,,80000.0,100000.0,per year,90000.0,90000.0,2.0,$50001 - $100000
572,Associate Director of Data and Evaluation,,Partners for Rural Impact,Remote,2.0,Full-Time,N/A,,,,,,,,,
573,Senior Data Scientist,,"KIZEN Technologies, Inc.",Remote,2.0,Full-Time,"From $180,000 a year - Full-time",,,180000.0,,per year,180000.0,180000.0,4.0,$150001 - $200000
574,Computer Vision Data Scientist at Jaxon.AI,,"Jaxon, Inc.","On-Site,Remote",1.0,Full-Time,N/A,San Francisco Bay Area,CA,,,,,,,
575,"Senior Analyst, Health & Risk Solutions - Cost of Care, Granular",3.9,Verily,Remote,2.0,Full-Time,"$100,000 - $120,000 a year - Full-time",,,100000.0,120000.0,per year,110000.0,110000.0,3.0,$100001 - $150000
576,Senior Data Scientist - Identity,3.6,Cash App,"On-Site,Remote",1.0,Full-Time,"$120,700 - $213,000 a year - Full-time",San Francisco,CA,120700.0,213000.0,per year,166850.0,166850.0,4.0,$150001 - $200000
577,AI Architect,,Aloden Inc,Remote,2.0,Contract,$70 - $140 an hour - Contract,,,70.0,140.0,per hour,105.0,218400.0,5.0,$200001 - $250000
578,AI Communications Specialist - NIST (Remote),5.0,BluePath Labs,"On-Site,Remote",1.0,Full-Time,N/A,Washington,DC,,,,,,,
579,"Senior Data Scientist, Ingest",2.7,Exactera,"On-Site,Remote",1.0,Full-Time,"$180,000 - $200,000 a year",New York,NY,180000.0,200000.0,per year,190000.0,190000.0,4.0,$150001 - $200000
580,Senior Data Scientist (Remote),4.6,Elder Research,Remote,2.0,Full-Time,N/A,,,,,,,,,
581,"Director Advanced Analytics & Data Science, Marketing/Insurance Focus",3.1,Horace Mann,"On-Site,Remote",1.0,Full-Time,N/A,Springfield,IL,,,,,,,
582,"Insights Analyst, Member Experience",3.9,Chime,"On-Site,Remote",1.0,Full-Time,"$96,800 - $165,300 a year - Full-time",San Francisco,CA,96800.0,165300.0,per year,131050.0,131050.0,3.0,$100001 - $150000
583,"Staff, Advanced Analytics",4.2,Airbnb,Remote,2.0,Full-Time,"$172,000 - $243,000 a year",,,172000.0,243000.0,per year,207500.0,207500.0,5.0,$200001 - $250000
584,"Manager, Machine Learning, FedRAMP (Customer Identity)",3.9,Okta,Remote,2.0,Full-Time,"$202,000 - $302,000 a year - Full-time",,,202000.0,302000.0,per year,252000.0,252000.0,6.0,$250001 - $300000
585,Sustainability & LCA Scientist for Project @ Food Data Startup,,GreenChoice,Remote,2.0,Contract,"$60,000 - $140,000 a year - Temporary, Contract",,,60000.0,140000.0,per year,100000.0,100000.0,2.0,$50001 - $100000
587,Senior Field AI/ Customer Success Engineer (Remote),,Fiddler AI,Remote,2.0,Full-Time,"$160,000 - $195,000 a year - Full-time",,,160000.0,195000.0,per year,177500.0,177500.0,4.0,$150001 - $200000
588,"Senior Machine Learning Engineer, Risk AI",3.6,Cash App,"On-Site,Remote",1.0,Full-Time,"$168,300 - $297,000 a year - Full-time",San Francisco,CA,168300.0,297000.0,per year,232650.0,232650.0,5.0,$200001 - $250000
589,Staff Product Manager,3.0,JustAnswer,Remote,2.0,Full-Time,N/A,,,,,,,,,
602,Machine Learning Infrastructure Engineer,3.6,Flip,Remote,2.0,Full-Time,N/A,N/A,,,,,,,,
603,Data Scientist (Healthcare),3.6,IT Concepts,"On-Site,Remote",1.0,Full-Time,N/A,Washington,DC,,,,,,,
604,Director of Analytics and Business Expansion,,Saint Laurent Consulting,Remote,2.0,Full-Time,N/A,,,,,,,,,
605,Asset & Liability Management Analyst,3.8,Suncoast Credit Union,"On-Site,Remote",1.0,Full-Time,"$73,000 - $117,000 a year - Full-time",Tampa,FL,73000.0,117000.0,per year,95000.0,95000.0,2.0,$50001 - $100000
606,Director | AI Architecture (Remote),3.1,Trace3,Remote,2.0,Full-Time,"$212,200 - $255,200 a year",,,212200.0,255200.0,per year,233700.0,233700.0,5.0,$200001 - $250000
607,Director of Product Management - Data & AI - Remote,,Pager Health,"On-Site,Remote",1.0,Full-Time,"$161,400 - $200,000 a year - Full-time",Austin,TX,161400.0,200000.0,per year,180700.0,180700.0,4.0,$150001 - $200000
608,Technical Lead - Python,,Mavericks United,Remote,2.0,Contract,"From $65 an hour - Full-time, Contract",,,65.0,,per hour,65.0,135200.0,3.0,$100001 - $150000
609,Senior People Analytics Consultant,4.3,TalentNeuron,Remote,2.0,Full-Time,N/A,,,,,,,,,
610,Subject Matter Expert – Generative AI for Exploratory Analysis,3.5,Hurix Systems PVT LTD,Remote,2.0,Full-Time,N/A,,,,,,,,,
611,Manager of Global Marketing Intelligence & Analytics,3.8,Instructure,Remote,2.0,Full-Time,"$95,000 - $110,000 a year - Full-time",,,95000.0,110000.0,per year,102500.0,102500.0,3.0,$100001 - $150000
612,"Director, Data Science & Analytics - Amazon",3.0,SharkNinja,"On-Site,Remote",1.0,Full-Time,N/A,Needham,MA,,,,,,,
613,Rust Engineer,,Swish Analytics,Remote,2.0,Full-Time,"$100,000 - $175,000 a year",,,100000.0,175000.0,per year,137500.0,137500.0,3.0,$100001 - $150000
614,Director of Digital Analytics,3.5,FCP Euro,Remote,2.0,Full-Time,"$125,000 - $175,000 a year - Full-time",,,125000.0,175000.0,per year,150000.0,150000.0,3.0,$100001 - $150000
615,"VP of Consumer Credit Policy (NY, remote)",4.1,Climb Credit,"On-Site,Remote",1.0,Full-Time,"$220,000 - $250,000 a year - Full-time",New York,NY,220000.0,250000.0,per year,235000.0,235000.0,5.0,$200001 - $250000
601,,,,,,,,,,,,,,,,
